"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"309669232981995522","","","","","2013-03-07 14:17:53 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Inspecting Rails 4 using Ruby 2.0 - Matt Aimonetti http://t.co/0REGm4qn2k","http://t.cn/zYnzPaA"
"308399232249913344","","","","","2013-03-04 02:11:21 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Href attribute for JavaScript links: “#” or “javascript:void(0)”? http://t.co/yRBmcUHnDv","http://t.cn/zYQWi5q"
"307676309499289600","","","","","2013-03-02 02:18:43 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Remote teams aren't a perk or a fad, they're the future of work http://t.co/7MUx9TYdZq","http://t.cn/zYTi1fW"
"307273120602017792","","","","","2013-02-28 23:36:35 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","An interactive git visualization to challenge and educate! http://t.co/X731lfWRvn","http://t.cn/zYSMkAp"
"306333977441083392","","","","","2013-02-26 09:24:46 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Cheers! Rails 4.0: Beta 1 released! http://t.co/hdKBm2S6KG","http://t.cn/zYOmvm4"
"306219005583183872","","","","","2013-02-26 01:47:54 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","10 LESS CSS Examples You Should Steal for Your Projects | Design Shack http://t.co/b7HIjSH4fH","http://t.cn/StvPR9"
"305903977483096065","","","305363002171985920","686363","2013-02-25 04:56:06 +0000","web","RT @since1968: Hey #Yahoos: if you're being forced to quit come work with us @intridea. We all work from home! http://t.co/FVRAy9IkaS @m ...","http://www.businessinsider.com/marissa-mayer-tells-hundreds-of-remote-yahoo-employees-work-in-an-officeor-quit-2013-2"
"303117501842198528","","","","","2013-02-17 12:23:38 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","世界上有两类软件公司：一类像工厂，而另一类像电影摄制组 http://t.co/3JoMt5gI #GR","http://bit.ly/VovyOL"
"303113761357692929","","","","","2013-02-17 12:08:46 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Dropbox 40亿美元的估值是怎么来的？（兼谈创业公司估值的计算方法） http://t.co/YPcalTVY #GR","http://bit.ly/YzeVgP"
"303054817331396608","","","","","2013-02-17 08:14:33 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Why I loved building Basecamp for iPhone in RubyMotion by Nick of 37signals http://t.co/ShaxbAcU","http://t.cn/zYizvnw"
"302755018560385024","","","","","2013-02-16 12:23:15 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","基于人脸识别的响应式排版 http://t.co/6PviENHS #GR","http://bit.ly/Vqqdc2"
"302755012658995200","","","","","2013-02-16 12:23:14 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Introducing Yourtime.Intridea http://t.co/njI3mZs4 #GR","http://bit.ly/Wyc1dZ"
"302309759619592192","","","","","2013-02-15 06:53:57 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Meet HipChat for Mac (Beta) – Fast. Fluid. Native. — HipChat Blog http://t.co/e8iqb5r3","http://t.cn/zY6flnH"
"302055604883701761","","","301465375231602688","14745819","2013-02-14 14:04:02 +0000","web","RT @pattichan: How does a distributed team spend their extra time, gained from NOT commuting? Check out our stories :)  http://t.co/Hjd7UGjL","http://yourtime.intridea.com"
"299322336916684800","","","","","2013-02-07 01:03:00 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","微信首次开放系统API与印象笔记合作，支持将聊天内容无缝保存到印象笔记 http://t.co/5wfjxDhc #GR","http://bit.ly/TMxqRO"
"298670243096698880","","","","","2013-02-05 05:51:49 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","不能关联commit log的项目管理工具都不是好工具"
"298269567388614656","","","","","2013-02-04 03:19:41 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Atlassian - Down for maintenance http://t.co/qVg77pYv down页面做得像遭雷劈了。 http://t.co/g7Ta9gfC","http://t.cn/zYGDvwO","http://twitter.com/yorzi/status/298269567388614656/photo/1"
"295186088723628032","","","","","2013-01-26 15:07:02 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","People who help internet censorship, builders of Great Firewall in China for example,should be denied entry to the U.S. http://t.co/ZW9aNBf7","http://wh.gov/ye8g"
"293544952695250945","","","","","2013-01-22 02:25:45 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Important Considerations When Building Single Page Web Apps http://t.co/YNd40G9H #GR","http://bit.ly/UNw5Im"
"293201785059934209","","","","","2013-01-21 03:42:07 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","BitPay获得50万美元种子融资，欲做比特币的PayPal，已有2100户商家使用其服务 http://t.co/ZXmLRzvC #GR","http://bit.ly/10L02Pr"
"293198245310656513","","","","","2013-01-21 03:28:03 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","20个案例让你了解用HTML5可以做出什么作品 http://t.co/E8ZXlVB8 #GR","http://bit.ly/XPDpnB"
"292533948234489858","","","","","2013-01-19 07:28:22 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","支付宝发布2012年度全民对账单，关键词：无线、生活和小城市崛起 http://t.co/V2vtFLNP #GR","http://bit.ly/VcNYjF"
"292529535591780352","","","","","2013-01-19 07:10:50 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","沉淀的精华：Quora史上最佳100个问答已汇编成400页的PDF文档（下载） http://t.co/ZMb358Kl #GR","http://bit.ly/XKXNWO"
"292525469281165312","","","","","2013-01-19 06:54:41 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","MeterPlug：插座不止能通电，还能监控电量 http://t.co/QR5jJBeg #GR","http://bit.ly/10oNV9E"
"292525465736970240","","","","","2013-01-19 06:54:40 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Creating Retina Images with CarrierWave http://t.co/z3QBUPaj #GR","http://bit.ly/Xm4IUo"
"292519253691731968","","","","","2013-01-19 06:29:59 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","The Absolute Beginner's Guide to Sass - Treehouse Blog http://t.co/Fby72Zmp","http://t.cn/zjeEA9O"
"292512086985170944","","","","","2013-01-19 06:01:30 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Introduction to JavaScript Source Maps - HTML5 Rocks http://t.co/OpeBJUWp","http://t.cn/zOi63S0"
"292185723120017408","","","","","2013-01-18 08:24:39 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Source Maps 101 http://t.co/MrHrCjyQ #GR","http://bit.ly/Xj77PE"
"292155502962565120","","","","","2013-01-18 06:24:34 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","继续挑战iTunes：Amazon推出MP3 web store，绕过苹果三七分成的应用内购规定 http://t.co/uVaZYALO #GR","http://bit.ly/VuexlG"
"292155482133639168","","","","","2013-01-18 06:24:29 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","以今日菜价和菜价趋势做切入，移动应用“二十四节气之菜市场”解决个人及专业采购方的菜价信息不对称 http://t.co/ViKQ1tEQ #GR","http://bit.ly/UziJ2j"
"291480770726461441","291470396685955072","11830832","","","2013-01-16 09:43:25 +0000","web","@doitian Congrats!!"
"290704249103458304","290699037554909185","5517522","","","2013-01-14 06:17:48 +0000","web","@brentmc79 great points :)"
"290633985946701825","","","","","2013-01-14 01:38:36 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","【信息图】摄像头背后的应用，何止Instagram http://t.co/hkvfDytg #GR","http://bit.ly/XwZveg"
"290305601312014336","","","","","2013-01-13 03:53:43 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","传腾讯投资传课网，布局在线教育 http://t.co/6aHjHTLx #GR","http://bit.ly/SrZuug"
"290102089928019968","","","","","2013-01-12 14:25:02 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","90后海龟团队推出“一起唱”，把社交加入O2O应用靠谱吗？ http://t.co/4KQk3jAY #GR","http://bit.ly/UGIOLd"
"289531236144254976","","","","","2013-01-11 00:36:40 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","在线编程协作平台FriendCode获15万美元种子期融资，并开放注册 http://t.co/T1v2lhiC #GR","http://bit.ly/UDErk3"
"289531233141145600","","","","","2013-01-11 00:36:39 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","食材电商导购：Whisk让你在App里直接按菜谱选购食材 http://t.co/OjVZjguN #GR","http://bit.ly/RIR9Rl"
"289531230620356609","","","","","2013-01-11 00:36:39 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","编程网站新模式？趣味编程网站Codecademy与YouTube、Twilio合作推出专门API教学 http://t.co/PFraAA4U #GR","http://bit.ly/UDEpbE"
"288927727568949249","","","","","2013-01-09 08:38:32 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","应用是该免费还是付费？用户和开发商都同样苦恼 http://t.co/VldErptK #GR","http://bit.ly/VFc5a4"
"288927704789684224","","","","","2013-01-09 08:38:27 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","极简博客平台Svbtle获得融资，要做成优质内容的品牌 http://t.co/v4D0wRxC #GR","http://bit.ly/VK9mhQ"
"288841721654153216","","","","","2013-01-09 02:56:47 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","In 2012, I walked 146 km. That's longer than the Bering Strait! http://t.co/94a2SU6K #MyFitbitYear via @fitbit","http://www.fitbit.com/shareAnnualSummary?u=23K3N4&e=wangyaodi%40gmail.com&t=dc1eb10eeb935846e742cc4375b6bbd93c1c89c5&s=annualSummary&ref=annualSummary"
"288649177657901057","","","","","2013-01-08 14:11:41 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","【信息图】互联网上的那些成人事儿 http://t.co/lDRvJoY6 #GR","http://bit.ly/VBGS7N"
"288640414385324033","","","","","2013-01-08 13:36:52 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","美国数字医疗领域投资增长45%，去年至少获得200万美元融资的公司有134家 http://t.co/kKEeg2CS #GR","http://bit.ly/WtefIf"
"288640412002947072","","","","","2013-01-08 13:36:51 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","平台化思考：4种方式，让互联网为你的公司所用 http://t.co/t3PDEVzf #GR","http://bit.ly/UTwKbS"
"288640390100307968","","","","","2013-01-08 13:36:46 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","罗技、SmartThings等10家公司组队成立“物联网联合会”，致力于促进智能设备之间的通信 http://t.co/SnxYXvmn #GR","http://bit.ly/UTwHwF"
"288636137529028608","","","","","2013-01-08 13:19:52 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","地域性礼品中介服务平台 Yiftee 获 85 万美元融资 http://t.co/tm7KCjKV #GR","http://bit.ly/UGb025"
"288444384922435584","","","","","2013-01-08 00:37:55 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","化繁为简，返璞归真：Keep It Simple, Stupid http://t.co/tGtjmgqh #GR","http://bit.ly/USfpjK"
"288210326351147008","","","","","2013-01-07 09:07:51 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","“海上疯人院” Unreasonable at Sea即将起航：11个项目105天14个国家25000海里，没有一家是做社交网络的 http://t.co/RwBpj2tk #GR","http://bit.ly/RByxT6"
"288210319925469184","","","","","2013-01-07 09:07:49 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","在创业的岁月里，我学会了这些事 http://t.co/PFQlpfBW #GR","http://bit.ly/RByxCH"
"287834224462020608","","","","","2013-01-06 08:13:21 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","专门针对个人和商家制作Passbook卡券，国内创业公司推出所见即所得式在线设计工具PassQuan http://t.co/OmeIeD0y #GR","http://bit.ly/104PASw"
"287834200210563072","","","","","2013-01-06 08:13:15 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","如果Google也推智能手表，会是这样的吗？ http://t.co/Re2r8IC7 #GR","http://bit.ly/TT3twS"
"287579504627572736","","","","","2013-01-05 15:21:11 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Euclid要做线下商铺的Google Analytics，推出新解决方案Euclid Zero，无需额外硬件基于现有WiFi网络就能监测客流 http://t.co/NLQOxTbs #GR","http://bit.ly/UNbwwn"
"287579483421159424","","","","","2013-01-05 15:21:06 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","渴了你就说：Plant Link让你随时能给缺水的植物浇水 http://t.co/3JYX38BJ #GR","http://bit.ly/UNbuoh"
"286644537932251136","","","","","2013-01-03 01:25:58 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Ubuntu 发布移动版系统，第一款设备需到 2014 年上市（附视频介绍） http://t.co/zQVoijpz #GR","http://bit.ly/10QwyhV"
"286488001570275329","","","","","2013-01-02 15:03:56 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Lighting Up The Stage At Ignite SF | Intridea Blog http://t.co/Nel6DMRi","http://www.intridea.com/blog/2012/12/18/lighting-up-the-stage-at-ignite-sf"
"286471912274669569","","","","","2013-01-02 14:00:00 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","让每天变成 26 小时 http://t.co/6ZHEk7qP #GR","http://bit.ly/S4OcMk"
"286463963087122433","","","","","2013-01-02 13:28:25 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","做最小可用产品还是做最漂亮的产品？ http://t.co/jdObgRwo #GR","http://bit.ly/ViyVUO"
"286100434689601537","","","","","2013-01-01 13:23:53 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","云上的健康，计步器插上互联网的翅膀 http://t.co/u9LNljsK #GR","http://bit.ly/Wcvb5T"
"286100430981836800","","","","","2013-01-01 13:23:52 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","To 创业者：2012年36氪热门文章回顾 http://t.co/3blXzXHH #GR","http://bit.ly/UFWoBI"
"285317976427753472","","","","","2012-12-30 09:34:41 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","godaddy的0.99刀优惠码居然不支持国内信用卡支付，不支持倒是说明白啊，WTF。"
"285311370176630784","","","","","2012-12-30 09:08:26 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","“开放”一切的梦想 http://t.co/qJty8Jse #GR","http://bit.ly/RZt75Z"
"285311347774857217","","","","","2012-12-30 09:08:20 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","被大公司抄袭真的就一定是坏事吗？数据显示Snapchat因Facebook高调发布Poke而成为最大热门 http://t.co/k88woJLe #GR","http://bit.ly/Vq978d"
"284846091952865281","","","","","2012-12-29 02:19:35 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Groupon团购:付$35即获取Godaddy $100全业务礼品卡[图文教程] http://t.co/mK9N1zDd #GR","http://bit.ly/Udg64h"
"284843522874548225","284842911592497152","20894612","","","2012-12-29 02:09:22 +0000","web","@pierrelegrain I've walked through it via web, will try it later on iDevice. I don't have any purchase history to contribute though."
"284843006668984322","","20894612","","","2012-12-29 02:07:19 +0000","web","@pierrelegrain this is the link of the post :) http://t.co/7UC3c878","http://www.36kr.com/p/200428.html"
"284842752607395841","","20894612","","","2012-12-29 02:06:19 +0000","web","@pierrelegrain hey, a popular Chinese online tech media are talking about your product `mine`. It's really an awesome idea! Congrats on it!"
"284839896231837696","","","","","2012-12-29 01:54:57 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","氪星人在硅谷——弱关系社区里，人人都是大明星（上） http://t.co/fZMPecFK #GR","http://bit.ly/UrELVb"
"284836310412312576","","","","","2012-12-29 01:40:43 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","移动应用应具备的13个特性 http://t.co/MHMvCdbB #GR","http://bit.ly/TvxEdh"
"284679697873395713","284669232346714112","11830832","","","2012-12-28 15:18:23 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","@doitian 你用的Linux？这个东西在Mac上面很卡，玩不起来，也可能我4G内存有点小。。"
"284667974474928128","","","","","2012-12-28 14:31:48 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","那些年我们折腾过的公司（之）众筹依然在追梦 http://t.co/3gWLxj2N #GR","http://bit.ly/RlwcM3"
"284667970398085120","","","","","2012-12-28 14:31:47 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","这个5美元的灯利用地球重力发光！ http://t.co/RDHc6Y7z #GR","http://bit.ly/UctoOi"
"284639673777795072","","","","","2012-12-28 12:39:21 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","BlueStacks的Mac Beta版正式发布，可以让75万多个Android应用在Mac上运行 http://t.co/FnjSJ9xW #GR","http://bit.ly/ZG3j27"
"284309576919166976","","","","","2012-12-27 14:47:40 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Rails 4 Countdown to 2013 | The Remarkable Labs Blog http://t.co/58DaUZ02","http://t.cn/zjj1Cn5"
"283591620358725632","","","","","2012-12-25 15:14:45 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Code School's Greatest Hits Collection Vol. 1 - Code School http://t.co/2NyoljX7","http://t.cn/zjlbXMQ"
"282756057938403328","","","","","2012-12-23 07:54:32 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","让应用记录你每天的点滴，让点滴成为你美好的回忆 http://t.co/mkuAE3vc #GR","http://bit.ly/RMbDd6"
"282492753324175361","","","","","2012-12-22 14:28:15 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","在30秒内将网站转换成移动版的移动网站DIY服务提供商bMobilized 获得250万美元增资 http://t.co/mfiyFbCn #GR","http://bit.ly/WxeBA5"
"282492749243105280","","","","","2012-12-22 14:28:14 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","cvent模式再现：会腾网为你提供从建网站、找会场、签到到会员管理的一站式在线会务管理服务 http://t.co/JThkwZwt #GR","http://bit.ly/UkufjA"
"282489340892958720","","","","","2012-12-22 14:14:41 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","活动社区GonnaBe正式上线，欲重新定义社交活动计划应用 http://t.co/IuK3zlU7 #GR","http://bit.ly/ZqEfMd"
"282489336409251840","","","","","2012-12-22 14:14:40 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","IFTTT再获700万美元投资，继续致力于将互联网服务连接到一起 http://t.co/Lkdshiiz #GR","http://bit.ly/TffJHT"
"282311431297323008","","","","","2012-12-22 02:27:44 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","尼尔森发布2012数字产业排名，美国智能手机市场份额升至56%，互联网品牌Google位列第一 http://t.co/OOGUAUtV #GR","http://bit.ly/ZpvmCP"
"280632638627270656","","","","","2012-12-17 11:16:49 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","无意间看到facebook上面2008年和2009年的很多照片，顿时觉得那时候好年轻，我把最好的年华给了Idapted，我在最好的年华碰到了最闪耀的一群人，想念大家，顺祝安好。"
"280592267012612096","","","","","2012-12-17 08:36:24 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","这两年在工作的时候说了很多脏话，50%给了IE，另外50%给了G/F/W。"
"277331701359837184","","","","","2012-12-08 08:40:05 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","Wealthfront Engineering: jQuery.Deferred is the most important client-side tool you have http://t.co/TXJ4cfp0 http://t.co/nw48Mtwy","http://t.cn/zjJj9ZN","http://twitter.com/yorzi/status/277331701359837184/photo/1"
"275607869083230208","","","","","2012-12-03 14:30:11 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","I just walked 10,000 steps and got a badge. Hurrah! http://t.co/DKeqk3R5 #Fitstats","http://www.fitbit.com/user/23K3N4"
"275062867269648384","","","","","2012-12-02 02:24:33 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","YM'S BLOG: PaaS云平台服务商一览 http://t.co/bp0wH3Lf http://t.co/RGzVMjva","http://t.cn/zjVx8Ud","http://twitter.com/yorzi/status/275062867269648384/photo/1"
"274828677706039298","","","","","2012-12-01 10:53:57 +0000","<a href=""http://chrome.google.com/extensions/detail/aicelmgbddfgmpieedjiggifabdpcnln"" rel=""nofollow"">FaWave</a>","RT @经典丶微小说 王朔谈女儿：我干嘛不对她宽容？我干嘛要对她严厉？我希望她干嘛呀？我什么都不希望她。我希望她快快乐乐过完一生，我不要她成功。我最恨这词儿了。什么成功，不就挣点钱，被SB们知道吗？@经典丶微小说（转）"
"274806579776335872","","","","","2012-12-01 09:26:08 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Ernesto Sirolli: Want to help someone? Shut up and listen! http://t.co/8yNcR1Z1 #TED","http://on.ted.com/cGfX"
